=== MATCHED MODULES ===
Sheet: Row=176 | Model=ESTOFADO TIBAGI      | Desc=Modulo (1Ass:125 - 1Br:25)          | W=1.50 | D=0.95 | Reason=Brand not in DB
Sheet: Row=178 | Model=ESTOFADO TIBAGI      | Desc=Modulo (2Ass:085 - S/Br)            | W=1.70 | D=0.95 | Reason=Brand not in DB
Sheet: Row=179 | Model=ESTOFADO TIBAGI      | Desc=Modulo (2Ass:095 - S/Br)            | W=1.90 | D=0.95 | Reason=Brand not in DB
Sheet: Row=180 | Model=ESTOFADO TIBAGI      | Desc=Modulo (2Ass:105 - S/Br)            | W=2.10 | D=0.95 | Reason=Brand not in DB
Sheet: Row=181 | Model=ESTOFADO TIBAGI      | Desc=Modulo (2Ass:115 - S/Br)            | W=2.30 | D=0.95 | Reason=Brand not in DB
Sheet: Row=182 | Model=ESTOFADO TIBAGI      | Desc=Modulo (2Ass:125 - S/Br)            | W=2.50 | D=0.95 | Reason=Brand not in DB
Sheet: Row=184 | Model=ESTOFADO TIBAGI      | Desc=Modulo (2Ass:085 - 1Br:025)         | W=1.95 | D=0.95 | Reason=Brand not in DB
Sheet: Row=185 | Model=ESTOFADO TIBAGI      | Desc=Modulo (2Ass:095 - 1Br:025)         | W=2.15 | D=0.95 | Reason=Brand not in DB
Sheet: Row=186 | Model=ESTOFADO TIBAGI      | Desc=Modulo (2Ass:105 - 1Br:025)         | W=2.35 | D=0.95 | Reason=Brand not in DB
Sheet: Row=187 | Model=ESTOFADO TIBAGI      | Desc=Modulo (2Ass:115 - 1Br:025)         | W=2.55 | D=0.95 | Reason=Brand not in DB
Sheet: Row=188 | Model=ESTOFADO TIBAGI      | Desc=Modulo (2Ass:125 - 1Br:025)         | W=2.75 | D=0.95 | Reason=Brand not in DB
Sheet: Row=190 | Model=ESTOFADO TIBAGI      | Desc=Modulo Curvo                        | W=1.90 | D=1.14 | Reason=Brand not in DB
Sheet: Row=191 | Model=ESTOFADO TIBAGI      | Desc=Modulo Curvo                        | W=2.10 | D=1.14 | Reason=Brand not in DB
Sheet: Row=192 | Model=ESTOFADO TIBAGI      | Desc=Modulo Curvo                        | W=2.30 | D=1.14 | Reason=Brand not in DB
Sheet: Row= 15 | Model=POLTRONA DENGO       | Desc=Poltrona                            | W=1.16 | D=1.05 | Reason=Brand not in DB
Sheet: Row= 24 | Model=POLTRONA KENJI       | Desc=Poltrona                            | W=0.94 | D=0.87 | Reason=Brand not in DB
Sheet: Row= 33 | Model=POLTRONA MUSH        | Desc=Poltrona Giratória                  | W=0.85 | D=0.92 | Reason=No dimension or description match
Sheet: Row= 42 | Model=POLTRONA MUSH (MALHA) | Desc=Poltrona Giratória                  | W=0.85 | D=0.92 | Reason=Brand not in DB
Sheet: Row= 51 | Model=POLTRONA SEMENTE     | Desc=Poltrona                            | W=0.84 | D=0.93 | Reason=Brand not in DB
Sheet: Row= 15 | Model=BANCO TORUS          | Desc=Banco                               | W=1.70 | D=0.60 | Reason=Brand not in DB
Sheet: Row= 16 | Model=BANCO TORUS          | Desc=Banco                               | W=1.80 | D=0.60 | Reason=Brand not in DB
Sheet: Row= 17 | Model=BANCO TORUS          | Desc=Banco                               | W=1.90 | D=0.60 | Reason=Brand not in DB
Sheet: Row=  6 | Model=CAMA KAORI           | Desc=King Size                           | W=2.80 | D=2.18 | Reason=Brand not in DB
Sheet: Row=  9 | Model=CAMA KAORI           | Desc=Mini totem                          | W=1.00 | D=1.00 | Reason=Brand not in DB
